Name,Brand,cluster,Notes
Kiss Me Intense,PARFUMS DE NICOLAI,2,"['Heliotrope', 'vanilla', 'aniseed', 'almond', 'fresh cut hay.']"
Patchouli Absolu,TOM FORD Private Blend,0,"['Bay leaf', 'rosemary', 'moss', 'patchouli oil', 'patchouli coeur', 'patchouli Clearwood', 'guaic wood', 'cypriol', 'violetwood', 'cashmere woods', 'tonka bean', 'amber', 'musks', 'leather Click Here For Ingredients Ã\x97Close Patchouli Absolu by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Russian Tea,Masque Milano,3,"['Mint', 'black pepper', 'raspberry', 'black tea', 'magnolia', 'everlasting flower', 'leather accord', 'incense', 'birchwood', 'cistus-labdanum.']"
Capri Forget,Carthusia,3,"['Lemon', 'orange', 'lime', 'mandarin', 'buchu', 'mint', 'fig', 'violet', 'eucalyptus', 'cyclamen', 'hyacinth', 'jasmine', 'davana', 'peach', 'vanilla.']"
Fraiche Passiflore,Maitre Parfumeur et Gantier,5,"['Peach', 'Raspberry', 'Marigold', 'Passion Fruit', 'Jasmine', 'Chili pepper', 'Mysore Sandalwood', 'Musk']"
Ambre Precieux,Maitre Parfumeur et Gantier,5,"['Myrtle', 'Lavander', 'Coumarin', 'Vanilla', 'Nutmeg', 'Labdanum Cistus', 'Peru Balsam', 'Tolu Balsam', 'Ambergris']"
Blamage,Nasomatto,3,unknown
Intoxicated,By Kilian,5,"['Cardamom', 'mocha coffee', 'cinnamon', 'tobacco', 'vanilla', 'patchouli']"
Smoke for the Soul,By Kilian,3,"['Eucalyptus', 'grapefruit', 'cardamom', 'mate tea', 'tagete', 'thyme', 'tobacco', 'birch']"
Bayolea,Penhaligons,3,"['Lemongrass', 'mandarin', 'tangerine', 'cardamom', 'black pepper', 'neroli', 'lavender', 'cedarwood', 'sandalwood', 'musk', 'moss', 'patchouli', 'and amber.']"
Blue Sapphire,Boadicea the Victorious,3,"['Lemon', 'Orange', 'Green accord', 'Rose', 'Cardamom', 'Indian Jasmine', 'Oud', 'Patchouli', 'Amber']"
Feminin Pluriel,Maison Francis Kurkdjian,1,"['Iris', 'violet', 'rose', 'jasmine', 'lily-of-the-valley', 'orange blossom', 'vetiver and indonesian patchouli leaf']"
Masculin Pluriel,Maison Francis Kurkdjian,3,"['Lavender', 'cedar', 'patchouli', 'vetiver', 'leather and woody notes']"
L'Art de la Guerre,Jovoy Paris,3,"['Calabrian Bergamot', 'Rhubarb', 'Lavender Maillette', 'Immortelle', 'Nutmeg', 'Violet Leaf', 'Indonesia Patchouli', 'Sandalwood Australia', 'Leather', 'Oak moss', 'Corsica Cistus']"
Wode,Boudicca,3,"['Juniper', 'cardamon', 'pink pepper', 'black pepper', 'nutmeg', 'clary sage', 'coriander seed', 'jasmin', 'rose', 'tuberose', 'angelica root', 'Opium accord', 'saffron', 'tonka bean', 'styrax', 'amber', 'treemoss', 'musk', 'leather', 'sandalwood', 'blonde tobacco']"
L'Orpheline Eau de,Serge Lutens,3,"['Aldehydes', 'cedar wood', 'Â\xa0fougere accord', 'coumarin', 'clouds of ambergris', 'patchouli', 'incense', 'and Cashmeran']"
California Reverie,Van Cleef & Arpels,5,"['Mandarin orange', 'neroli', 'jasmine sambac', 'frangipani', 'beeswax', 'vanilla.']"
Sotto La Luna Gardenia,Tauer Perfumes,1,"['Fresh spices', 'roasted coffee beans', 'mushrooms', 'gardenia', 'jasmine', 'rose buds', 'woods']"
Santal,Atelier Cologne,3,"['Calabrian bergamot', 'limette', 'saffron', 'sandalwood', 'gaiac wood', 'white musk', 'papyrus', 'cedarwood', 'vanilla.']"
Vetiver Veritas,HEELEY,3,"['Lavender', 'mint', 'Haitian vetiver', 'and grapefruit.']"
Musc Monoi,PARFUMS DE NICOLAI,2,"['Neroli', 'lemon', 'petitgrain', 'ylang-ylang', 'jasmine', 'coconut', 'calone', 'magnolia', 'sandalwood', 'and musk.']"
Nymphaea Caerulea,Regime des Fleurs,3,"['Egyptian blue lotus', 'Indian blue lotus', 'Hawaiian blue lotus', 'Sri Lankan blue lotus', 'Thai blue lotus', 'white ambergris', 'aurora reconstitution', 'Nile waterlily headspace', 'pandanus amaryllifolius', 'salty water', 'and the absolutes of 15 flowers.']"
Cologne,Etat Libre d'Orange,3,"['Blood orange', 'orange blossom', 'bergamot', 'jasmine', 'musk', 'leather.']"
Journey Man,Amouage,5,"['Sichuan pepper', 'Bergamot', 'Cardamom', 'Neroli Bigarade', 'Juniper Berries', 'Incense', 'Geraniol', 'Tobacco Leaves', 'Ambrox', 'Cyriol', 'Tonka Bean Abstract']"
Unter den Linden,April Aromatics,1,"['Linden blossom', 'mimosa', 'honey', 'bergamot', 'magnolia']"
Precious Woods,April Aromatics,3,"['Sandalwood', 'cedarwood', 'vetiver', 'buddha wood', 'cistus.']"
Rosenlust,April Aromatics,1,"['Rosa Damascena', 'rose absolute', 'orris root', 'tonka bean.']"
Jasmina,April Aromatics,2,"['Jasmin flowers', 'ylang-ylang', 'pink grapefruit.']"
Liquid Dreams,April Aromatics,1,"['Lemon peel', 'narcissus flowers', 'osmanthus petals.']"
Bohemian Spice,April Aromatics,3,"['Orange', 'sandalwood', 'patchouli', 'incense', 'vetiver', 'vanilla.']"
Nectar of Love,April Aromatics,1,"['Tuberose', 'neroli', 'jasmin', 'rose', 'sandalwood', 'yuzu.']"
Rose L'Orange,April Aromatics,1,"['Rosa Centifolia', 'Rose Otto', 'neroli', 'mandarin', 'vanilla.']"
Calling all Angels,April Aromatics,5,"['Incense', 'labdanum', 'vanilla', 'honey', 'amber', 'precious woods', 'opoponax', 'elemi resin', 'tonka bean', 'benzoin', 'and frankincense.']"
34 Boulevard Saint Germain,Diptyque,3,"['Blackcurrant', 'green leaves', 'fir leaf', 'citruses', 'pink pepper', 'cardamom', 'cloves and cinnamon', 'rose', 'geranium', 'tuberose', 'iris', 'violet', 'woods', 'resins', 'balsams and eucalyptus.']"
Or du Serail,Naomi Goodsir,5,"['Cistus', 'apple & red fruit effects', 'mango', 'rum', 'sweet orange', 'davana', 'sage', 'bee wax', 'honey effect', 'coco', 'geranium', 'ylang-ylang', 'Turkish tobacco', 'amber', 'labdanum', 'oak tree', 'cedar wood', 'musk', 'vanilla', 'matÃ©.']"
Une Nuit Magnetique,The Different Company,1,"['Ginger', 'bergamot', 'blueberry', 'egyptian jasmine', 'turkish rose', 'tuberose', 'plum', 'benzoin', 'patchouli', 'amber', 'musk and woody notes.']"
Vetiver Royal Bourbon,Oriza L. Legrand,3,"['Peppermint', 'thyme', 'absolute vetiver', 'cistus labdanum', 'iris', 'vetiver bourbon', 'sandalwood', 'essence cade', 'leather', 'styrax', 'immortelle', 'tobacco', 'and oak moss.']"
Santal 33,Le Labo,1,"['Australian sandalwood', 'cedarwood', 'cardamom', 'iris', 'violet', 'ambrox and leather accord']"
Corsica Furiosa,Parfum d'Empire,3,"['Lentiscus oil', 'eau-de-vie', 'nepita (a local variety of wild mint)', 'lentiscus absolute', 'tomato leaf', 'pepper', 'lentiscus extract original', 'cistus', 'oakmoss.']"
Graine de Joie,Eau d'Italie,1,"['Red berries', 'red currant', 'pomegranate', 'freesia', 'praline', 'musk', 'cedar.']"
Tango,Masque Milano,5,"['Amber', 'jasmine sambac', 'turkish rose', 'cumin', 'cardamom', 'cinnamon', 'tonka bean', 'benzoin', 'sandalwood', 'guaiac wood', 'cedar and melilotus.']"
Foin Fraichement Coupe,Oriza L. Legrand,3,"['Angelique', 'star anise & wild mint', 'clover', 'sainfoin', 'new-mown-hay & clary sage', 'dry hay', 'white musk', 'cockle & ivy.']"
Muguet Fleuri,Oriza L. Legrand,1,"['Green leaves', 'wild grass', 'wild muguet', 'galbanum', 'angelica', 'violet leaves', 'muguet des bois', 'lily of the valley', 'oakmoss.']"
Oeillet Louis XV,Oriza L. Legrand,1,"['Pink pepper', 'mandarin', 'white carnation', 'carnation absolute', 'white orchid', 'iris', 'rose', 'spicy clove', 'rice powder', 'white musk', 'white honey', 'woody notes.']"
Deja le Printemps,Oriza L. Legrand,1,"['Mint', 'orange blossom', 'daisy', 'fig leaves', 'clover', 'grass cutting', 'lily of the valley', 'galbanum', 'musk', 'vetiver', 'cedar', 'moss.']"
Jardins d'Armide,Oriza L. Legrand,1,"['Rose', 'orange blossom', 'iris powder', 'florentine Iris', 'wild violet', 'wisteria', 'carnation from India', 'honey', 'almond', 'tonka bean', 'musk.']"
Reve d'Ossian,Oriza L. Legrand,3,"['Frankincense', 'pine wood', 'cinnamon', 'benzoin', 'tonka bean', 'opopanax', 'tolu balm', 'sandalwood', 'leather', 'labdanum', 'amber', 'musks.']"
Chypre Mousse,Oriza L. Legrand,3,"['Wild mint', 'clary sage', 'wild fennel', 'green shoots', 'oakmoss', 'galbanum', 'angelica', 'fern', 'wild clover', 'violet leaves', 'vetiver', 'pine needles', 'oak moss', 'mushroom', 'humus', 'roasted chestnut leather', 'labdanum.']"
Horizon,Oriza L. Legrand,5,"['Bitter orange', 'tangerine', 'dried rose', 'cognac', 'aromatic tobacco leaves', 'cocoa roasted almonds', 'old oak', 'patchouli', 'benzoin', 'amber', 'tobacco', 'vanilla', 'honey', 'soft leather.']"
Roses Vanille,Mancera,5,"['Lemon', 'morning dew', 'rose', 'cedar', 'vanilla', 'sugar', 'white musk']"
What I Did on My Holidays,4160 Tuesdays,5,unknown
Sunshine and Pancakes,4160 Tuesdays,5,"['Cedarwood', 'citrus fruit', 'lemons', 'jasmine', 'honey', 'vanilla']"
The Sexiest Scent on the Planet. Ever. (IMHO),4160 Tuesdays,3,"['Gin', 'bergamot', 'vanilla', 'woods', 'musk', 'ambergris.']"
The Dark Heart of Old Havana,4160 Tuesdays,5,"['Sugar', 'tobacco', 'fruit', 'coffee', 'alcohol.']"
South Bay,The Different Company,3,"['Grapefruit', 'Mandarine Leafs', 'Tamarine', 'Grapefruit tree', 'Eglantine', 'Freesia', 'Sandal Wood', 'Vetiver', 'Daim']"
Diamond,Sage,1,"['Indian sandalwood', 'amber', 'musk']"
11 - Semma,Odin,5,"['Warm myrrh', 'Fresh chili pepper', 'Cinnamon bark', 'Herbaceous clove', 'Sandalwood', 'Tonka bean', 'Sweet tobacco']"
Isparta,"Pierre Guillaume Paris, Parfumerie Generale",5,"['Berries', 'summer rose of Isparta', 'Peru balsam', 'calamus', 'patchouli', 'incense', 'benzoin', 'agarwood', 'ambroxan', 'musk']"
Coven,Andrea Maack Parfums,3,"['Woody notes', 'green grass', 'soil tincture', 'oakmoss', 'whiskey and spicy notes']"
Rose Oud,PARFUMS DE NICOLAI,4,"['Raspberry', 'Davana', 'Osmanthus', 'Rose', 'Lily of the valley', 'Agarwood', 'Patchouli', 'Sandalwood', 'Musk', 'Amber']"
Amber Oud,PARFUMS DE NICOLAI,4,"['Lavender', 'Thyme', 'Sage', 'Cinnamon', 'Saffron', 'Agarwood', 'Cedar', 'Patchouli', 'Sandalwood', 'Vanilla', 'Tonka bean', 'Styrax', 'Musk', 'Castoreum', 'Amber']"
Terralba,Masque Milano,3,"['Clary Sage', 'Lemon', 'Green Tangerine', 'Myrtle', 'Thyme', 'Curry Leaves', 'Everlasting Flower', 'Lentisque', 'Juniper', 'Cypress', 'Cedar Wood']"
Montecristo,Masque Milano,3,"['Cabreuva', 'Ambrette Seeds', 'Rum', 'Tobacco Leaves', 'Celery Seeds', 'Cistus', 'Benzoin', 'Golden Stone', 'Styrax Gum', 'Gaiac Wood', 'Cedar Wood', 'Patchouli']"
Luci Ed Ombre,Masque Milano,3,"['Incense', 'Ginger', 'Tuberose', 'Jasmine', 'Moss', 'Cedarwood', 'Patchouli']"
Bal d'Afrique,BYREDO,3,"['Bergamot', 'lemon', 'neroli', 'african marigold', 'bucchu', 'violet', 'jasmin petals', 'cyclamen', 'black amber', 'musk', 'vetiver', 'moroccan cedarwood']"
Pulp,BYREDO,5,"['Bergamot', 'cardamom', 'black currant', 'fig', 'red apple', 'tiara', 'cedar wood', 'praline', 'peach flower']"
Gypsy Water,BYREDO,3,"['Bergamot', 'lemon', 'pepper', 'juniper berries', 'incense', 'pine needles', 'orris', 'amber', 'vanilla', 'sandalwood']"
Rose Noir,BYREDO,1,"['Grapefruit', 'freesia', 'rose damascena', 'cistus', 'moss', 'musk']"
Blanche,BYREDO,1,"['White rose', 'pink pepper', 'aldehyde', 'violet', 'neroli', 'peony', 'blonde woods', 'sandalwood', 'musk']"
Sunday Cologne,BYREDO,3,"['Bergamot', 'star anise', 'cardamom', 'geranium', 'incense', 'lavender', 'vetiver', 'moss', 'patchouli']"
Baudelaire,BYREDO,3,"['Juniper berry', 'Black pepper', 'Caraway', 'Incense', 'Hyacinth', 'Leather', 'Papyrus', 'Patchouli', 'Black amber']"
La Tulipe,BYREDO,1,"['Rhubarb', 'cyclamen', 'freesia', 'tulip', 'blond woods', 'vetiver']"
Accord,BYREDO,4,"['Blackberry', 'Saffron', 'Rum', 'Leather Accord', 'Clary Sage', 'Patchouli', 'Powdery Musks']"
Oud Immortel,BYREDO,4,"['Limoncello', 'incense', 'cardamom', 'patchouli', 'papyrus', 'Brazilian rosewood', 'tobacco leaves', 'moss']"
Black Saffron,BYREDO,3,"['Pomelo', 'saffron', 'juniper berries', 'black violet', 'accord cuir', 'cristal rose', 'blonde woods', 'raspberry', 'vetiver']"
Inflorescence,BYREDO,1,"['Rose petals', 'pink freesia', 'magnolia', 'lily of the valley', 'fresh jasmine']"
1996,BYREDO,3,"['Juniper berries', 'black pepper', 'violet', 'leather accord', 'orris', 'patchouli', 'black amber', 'vanilla']"
Cedrat,Atelier Cologne,3,"['Moroccan cedrat', 'Mexican lime', 'Calabrian bergamot', 'mint', 'basil', 'juniper berries', 'tonka bean', 'vetiver', 'elemi.']"
Nuit Andalouse,Parfums MDCI,2,"['Orange', 'green notes', 'violet', 'gardenia', 'ylang ylang', 'rose', 'vanilla', 'sandalwood', 'musk', 'salicylates']"
Eight and Bob,Eight and Bob,3,"['Citrus', 'spice accord', 'violet', 'iris', 'cedar', 'sandalwood', 'gaiac', 'ambergris']"
Anyway,Juliette Has a Gun,3,"['Green Lime Essence', 'Neroli Essence', 'Jasmine Absolute', 'Ambroxan']"
Cuir Garamante,Parfums MDCI,3,"['Pink pepper', 'nutmeg', 'saffron', 'rose', 'oud accord', 'papyrus', 'leather', 'vanilla', 'labdanum', 'incense', 'sandalwood']"
Black,Comme des Garcons: PLAY,3,"['Black pepper', 'pepperwood', 'red pepper', 'violet', 'thyme', 'black tea', 'birch tar', 'incense', 'tree moss']"
Thirty Three,Ex Idolo,4,"['Soft black pepper', 'Candied mandarin', 'Caoutchouc', 'Chinese white tea', 'Chinese rose', 'Taif rose', 'Orris', 'Damascus steel', 'Rare', 'natural vintage ouds', 'Aged patchouli', 'Heliotropin']"
Black,Puredistance,3,unknown
Ardent,Boadicea the Victorious,1,"['Coriander', 'Carrot Seed', 'Saffron', 'Turkish Rose', 'Rose Absolute', 'Hedione', 'Beeswax', 'Benzoin', 'Vanilla', 'Cistus Labdanum', 'Argarwood', 'Patchouli', 'Musk', 'Amber']"
Sugi,Comme des Garcons x Monocle,3,"['Mediterranean cypress', 'Madagascar pepper', 'Iris', 'Cedar', 'Pine', 'Haitian Vetiver.']"
Red,Comme des Garcons: PLAY,3,"['Red mandarin', 'pink peppercorn', 'Safraleine', 'red cherry accord', 'geranium', 'cinnamon', 'osmanthus', 'myrrh', 'tolu balsam']"
Green,Comme des Garcons: PLAY,3,"['Nanah mint', 'lime', 'juniper berry', 'basil', 'jasmine', 'mastic', 'ambrette', 'vetiver', 'cedar']"
Laurel,Comme des Garcons x Monocle,3,"['Laurel', 'pepper', 'cedar', 'patchouli', 'incense', 'amber']"
Hinoki,Comme des Garcons x Monocle,3,"['Cypress', 'turpentine', 'camphor', 'cedar', 'thyme', 'pine', 'Georgian wood', 'frankincense', 'moss and vetiver']"
Oud Wood,TOM FORD Private Blend,0,"['Oud', 'Chinese pepper', 'pink pepper', 'cardamom', 'birch tar', 'cistus', 'incense', 'sandalwood', 'vetiver', 'patchouli', 'cedarwood Atlas', 'vanilla', 'tonka bean Click Here For Ingredients Ã\x97Close Oud Wood by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Tobacco Oud,TOM FORD Private Blend,0,"['Oud', 'tobacco dust absolute', 'coriander', 'cistus', 'labdanum', 'cedarwood', 'patchouli', 'sandalwood', 'roasted organic tonka bean', 'castoreum Click Here For Ingredients Ã\x97Close Tobacco Oud by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Fate Man,Amouage,3,"['Mandarin', 'saffron', 'absinth', 'ginger', 'cumin', 'everlasting flower', 'rose', 'frankincense', 'lavandin', 'cistus', 'copahu', 'labdanum', 'cedarwood', 'liquorice', 'tonka bean', 'sandalwood', 'musk']"
Fate,Amouage,3,"['Bergamot', 'cinnamon', 'chilli', 'pepper', 'rose', 'narcissus', 'jasmine', 'frankincense', 'labdanum', 'vanilla bean', 'benzoin', 'castoreum', 'patchouli', 'oakmoss', 'leather.']"
Nemer,Boadicea the Victorious,4,"['Turkish Rose', 'Morrocan Rose', 'Saffron', 'Tiger Oud', 'Patchouli', 'Sandalwood', 'Amber']"
Zagorsk,Comme des Garcons: Incense,3,"['white incense', 'pine', 'pimento berries', 'violet', 'cedar', 'iris', 'hinoki wood', 'birch wood']"
Avignon,Comme des Garcons: Incense,3,"['Roman chamomile', 'cistus oil', 'elemi', 'incense', 'vanilla', 'patchouli', 'palisander', 'ambrette seeds']"
Kyoto,Comme des Garcons: Incense,3,"['incense', 'cypress oil', 'coffee', 'teak wood', 'vetiver', 'patchouli', 'amber', 'everlasting flower', 'Virginian cedar']"
Jaisalmer,Comme des Garcons: Incense,3,"['cardamom', 'incense', 'cinnamon', 'amber', 'benzoin', 'pimento', 'berries', 'guaiac wood (aka gaiac wood or saint wood)', 'ebony']"
Ouarzazate,Comme des Garcons: Incense,3,"['incense', 'pepper', 'nutmeg', 'clary sage', 'wenge', 'musk', 'vanilla', 'labdanum absolute', 'Kashmir wood']"
Perfect Coconut Milk,Sarah Horowitz Parfums,5,"['Coconut', 'almond', 'orange blossom', 'gardenia', 'tonka bean', 'vanilla', 'Egyptian musk.']"
Lentisque,Phaedon,3,"['lentisque', 'galbanum', 'labdanum', 'woody notes', 'vetiver and cedar']"
Tabac Rouge,Phaedon,5,"['ginger', 'cinnamon', 'honey', 'musk', 'powdery notes and benzoin']"
Rouge Avignon,Phaedon,2,"['raspberry', 'ylang-ylang', 'rose', 'cacao pod', 'hinoki wood', 'tuber', 'vetiver', 'sandalwood', 'musk and amber']"
Black Vetiver,Phaedon,3,"['vetiver', 'lemon and pepper']"
Lapis Philosophorum,Olivier Durbano,3,"['Calamus', 'Juniper', 'Rum', 'White truffle', 'Grapefruit', 'Wine sediment', 'Oman frankincense', 'Mesquite', 'Ambergris', 'Menthol', 'Opoponax', 'Myrrh', 'Musk', 'Oak moss']"
Violette,Mona di Orio,3,"['Lavender', 'Bergamot', 'Oakmoss', 'Violet flowers and leaves', 'Turkish Rose', 'Vetiver', 'Clary Sage', 'Opoponax', 'Myrrh', 'Cashmeran']"
Champaca Absolute,TOM FORD Private Blend,0,"['Tokaji wine', 'cognac', 'bergamot', 'magnolia champaca', 'orchid', 'violet', 'jasmine', 'vanilla', 'amber', 'sandalwood and marron glacÃ© Click Here For Ingredients Ã\x97Close Champaca Absolute by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Jasmin Rouge,TOM FORD Private Blend,0,"['Bergamot', 'mandarine', 'cardamom', 'jasmine', 'cinnamon', 'ginger', 'clary', 'neroli', 'ylang-ylang', 'vanilla', 'leather', 'amber', 'wood Click Here For Ingredients Ã\x97Close Jasmin Rouge by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Neroli Portofino,TOM FORD Private Blend,0,"['bergamot', 'lemon', 'mandarin', 'lavender', 'myrtle', 'rosemary', 'Bitter orange', 'Egyptian jasmine', 'neroli', 'orange blossom water', 'pittosporum', 'woody amber accord', 'ambrette seeds', 'angelica root Click Here For Ingredients Ã\x97Close Neroli Portofino by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Noir de Noir,TOM FORD Private Blend,0,"['Saffron', 'truffle', 'rose', 'patchouli', 'tree moss', 'oud', 'vanilla Click Here For Ingredients Ã\x97Close Noir de Noir by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Santal Blush,TOM FORD Private Blend,0,"['Indian spices', 'cumin', 'cinnamon', 'carrot seeds', 'fenugreek', 'jasmine', 'ylang-ylang', 'rose', 'Australian sandalwood', 'cedar', 'benzoin', 'musk Click Here For Ingredients Ã\x97Close Santal Blush by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Tobacco Vanille,TOM FORD Private Blend,0,"['tobacco', 'tonka bean', 'vanilla', 'cocoa', 'dry fruit accord and sweet wood sap Click Here For Ingredients Ã\x97Close Tobacco Vanille by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Tuscan Leather,TOM FORD Private Blend,0,"['Leather', 'olibanum', 'night blooming jasmine', 'and black suede Click Here For Ingredients Ã\x97Close Tuscan Leather by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Aqua Vitae,Maison Francis Kurkdjian,3,"['Lemon', 'mandarin', 'tonka bean', 'vanilla infusion', 'hedione and guaiac wood']"
Classical,Anat Fritz,3,"['Lavender', 'vetiver', 'cedar', 'sandalwood']"
Java Blossom Attar,Xerjoff - XJ Oud Attars,4,"['Bergamot', 'Orange Blossom', 'Incense', 'Tuberose', 'Hindi Oud', 'Sandalwood', 'Vetiver']"
Black Sukar Attar,Xerjoff - XJ Oud Attars,4,"['Orange', 'Pink Pepper & Freesia', 'Damascus Rose', 'Peony', 'Vanilla', 'Laos Oud and White Musk']"
Warda al Oud Attar,Xerjoff - XJ Oud Attars,4,"['Bergamot', 'Jasmine', 'Bulgaria', 'Damascus Rose', 'Osmanthus', 'Vanilla', 'Amber', 'Musk', 'Cambodian Oud']"
Oud Luban Attar,Xerjoff - XJ Oud Attars,4,"['Extract of Bulgarian Rose', 'Black Pepper', 'Orange Blossom', 'Cambodi Oud', 'Hindi Oud', 'Cedar Wood', 'Omani Incense', 'Vetyver']"
Jeke,Slumberhouse,5,"['Tobacco', 'vanilla', 'smoke', 'labdanum', 'patchouli', 'honey', 'clove']"
Norne,Slumberhouse,3,"['Fog caked needle', 'lichen', 'fern', 'moss', 'hemlock', 'incense']"
Ore,Slumberhouse,5,"['Oakwood', 'cocoa', 'mahogany', 'guaiac', 'dittany of crete (oregano)', 'vanilla', 'whiskey lactone', 'peru resin']"
40 Knots,Xerjoff - Join the Club,3,unknown
Comandante,Xerjoff - Join the Club,5,unknown
More than Words,Xerjoff - Join the Club,5,unknown
Ivory Route,Xerjoff - Join the Club,3,unknown
Intense Cafe,Montale,5,"['Coffee', 'rose', 'amber', 'vanilla', 'white musk']"
Playing with the Devil,By Kilian,5,"['Blood orange', 'black currant', 'white peach', 'lychee', 'pepper', 'pimento', 'cedar', 'sandalwood', 'patchouli', 'rose', 'jasmine', 'tonka', 'benzoin', 'vanilla']"
Coccobello,HEELEY,5,"['Palm Leaves', 'Gardenia', 'Coconut', 'Sea Salt', 'Vanilla Bourbon', 'Virgina Cedar', 'Sandalwood', 'Benzoin']"
1899 - Ernest Hemingway,Histoires de Parfums,3,"['Italian bergamot', 'juniper', 'black pepper', 'Orange blossom', 'Florentine Iris', 'Cinammon', 'Vanilla', 'Vetiver', 'yellow amber']"
Standard,Comme des Garcons x Artek,3,"['Finnish Labrador Tea', 'Twinflower (Linnea Borealis)', 'fennel', 'ginger', 'lemon', 'musk', 'saffron', 'cedarwood']"
Almost Transparent Blue,A Lab on Fire,3,"['Lime', 'yuzu', 'thyme flower', 'aldehyde', 'hinoki', 'cedar wood', 'musk']"
Rouge,Jovoy Paris,1,"['Bergamot', 'Fresh rose', 'elemi', 'solar accord', 'Iris', 'rice bran', 'ambrette seed', 'Virginia cedar', 'white musk', 'sandalwood', 'vanilla', 'Tonka bean', 'benzoin']"
Knize Forest,Knize,3,"['Orange', 'Lemon', 'Petitgrain', 'Bergamot', 'Lavender', 'Rosemary', 'Sage', 'Oregano', 'Basil', 'Geranium', 'Rosewood', 'Carnation', 'Vetiver', 'Patchouly', 'Sandalwood', 'Ambergris', 'Labdanum (Rockrose)', 'Oakmoss', 'Musk']"
Champaca,Comme des Garcons: Luxe,1,"['White pepper', 'angelica', 'cardamom', 'champaca', 'bird pepper', 'tuberose', 'white musk', 'iris wood']"
Acqua Decima,Eau d'Italie,3,"['Lemon', 'mandarine', 'mint leaves', 'neroli', 'petitgrain', 'hedione', 'white wood', 'vetiver.']"
Orangers en Fleurs,Houbigant,2,"['Orange Blossom Absolute', 'Rose Absolute', 'Egyptian Jasmine Absolute', 'Tuberose', 'Eau de Brouts', 'Ylang Comores', 'Nutmeg', 'Cedar wood', 'Musk']"
Lys 41,Le Labo,1,"['Jasmine', 'tuberose absolute', 'lily', 'warm woody notes', 'vanilla madagascar and musks.']"
Ylang 49,Le Labo,2,"['Ylang ylang', 'Tahitian gardenia', 'patchouli', 'oakmoss', 'vetiver', 'sandalwood', 'benzoin']"
Rose 31,Le Labo,1,"['Grasse rose', 'cumin', 'pepper', 'clove', 'nutmeg', 'olibanum', 'cedar', 'amber', 'gaiac wood', 'oud', 'cistus', 'vetiver and animalic notes']"
Glorious,Boadicea the Victorious,5,"['Pineapple', 'Plum', 'Fresh', 'Elemi', 'Raspberry', 'Peach', 'Apple', 'Cardamom', 'Balsam', 'Jasmine', 'Nutmeg', 'Rose', 'Musk', 'Cedar Wood', 'Amber', 'Guaiac Wood', 'Patchouli', 'Sandalwood', 'Vanilla', 'Mossy']"
Mousse II,Oliver & Co.,3,"['Sandalwood Mysore', 'clove bud Madagascar', 'lavender absolute', 'lime peel from Mexico', 'mint', 'aldehydes', 'cardamom Guatemala', 'musk', 'ambergris', 'muguet.']"
Resina,Oliver & Co.,3,"['Tolu balsam', 'elemi Philippines', 'myrrh', 'labdanum Spain', 'opopanax', 'frankincense Somalia', 'benzoin Siam', 'coffee co2 extract', 'jasmine sambac', 'Australian fire tree', 'rooibos tincture', 'macis', 'tonka bean Venezuela', 'fir balsam', 'ginger', 'star anise.']"
Vetiverus,Oliver & Co.,3,"['Labdanum', 'styrax', 'vetiver', 'ambergris', 'osmanthus flower', 'orange peel', 'patchouly', 'musk', 'coriander seed', 'clove bud.']"
Hedonist,Viktoria Minya,5,"['Rum', 'bergamot', 'peach', 'osmanthus absolute', 'jasmine abolute', 'orange flower absolute', 'tobacco', 'vanilla', 'cedarwood', 'vetiver']"
Bay,Gilbert Henry,2,"['Bay rum', 'citrus', 'ylang ylang', 'clove', 'exotic sandalwoods. Click Here For Directions Ã\x97Close Bay Rum by Gilbert Henry Directions Natural contents will settle.  Shake gently before using.']"
